group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
E,fre,6,123,home,0,C,2118,L,0,0,0,M,,
E,fre,6,123,T1,0.5,C,2212,R,0,M,0,0,,
E,fre,6,123,T1,0.5,NR,2213,L,0,0,0,0,,
E,fre,6,123,T1,1,C,2214,R,M,M,0,0,,
E,fre,6,123,T1,1,NR,2215,L,0,0,0,0,,
E,fre,6,123,T1,2,C,2216,L,0,0,G,0,,
E,fre,6,123,T1,2,NR,2217,R,0,0,0,0,,
E,fre,6,123,T2,0.5,C,2218,R,M,0,0,M,,
E,fre,6,123,T2,0.5,NR,2219,L,0,M,0,0,,
E,fre,6,123,T2,1,NR,2220,R,0,0,0,0,,
E,fre,6,123,T2,1,C,2221,L,0,0,M,0,,
E,fre,6,123,T2,2,NR,2222,L,0,0,0,0,,
E,fre,6,123,T2,2,C,2223,R,0,0,0,0,,
E,glab,1,114,home,0,NR,2694,L,0,0,0,0,,
E,glab,1,114,home,0,C,2695,R,M,M,0,0,,
E,glab,1,114,T2,0.5,C,2736,L,0,0,0,0,,
E,glab,1,114,T2,0.5,NR,2737,R,0,0,0,M,,
E,glab,1,114,T2,1,NR,2738,R,0,0,0,M,,
E,glab,1,114,T2,1,C,2739,L,0,0,0,0,,
E,glab,1,114,T2,2,NR,2740,L,0,0,0,M,,
E,glab,1,114,T2,2,C,2741,R,0,0,0,0,,
E,glab,2,140,home,0,C,2691,R,M,M,M,M,,
E,glab,2,140,T1,0.5,C,2730,R,M,M,0,0,,
E,glab,2,140,T1,1,C,2732,R,0,0,0,0,,
E,glab,2,140,T1,2,C,2735,L,0,0,0,0,,
F,cal,1,159,home,0,NR,2310,R,0,0,0,0,20220330,
F,cal,1,159,home,0,C,2311,L,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,cal,1,159,T2,0.5,NR,2326,R,0,0,0,0,,
F,cal,1,159,T2,0.5,C,2327,L,0,0,0,0,,
F,cal,1,159,T2,1,NR,2328,R,0,0,0,0,,
F,cal,1,159,T2,1,C,2329,L,0,0,0,0,,
F,cal,1,159,T2,2,C,2330,R,0,0,0,0,,
F,cal,1,159,T2,2,NR,2331,L,0,0,0,0,,
F,cal,2,158,home,0,NR,2316,L,0,0,0,0,,
F,cal,2,158,home,0,C,2317,R,0,0,0,0,,
F,cal,2,158,T2,0.5,C,2332,R,0,0,0,0,,
F,cal,2,158,T2,0.5,NR,2333,L,0,0,0,V,,
F,cal,2,158,T2,1,NR,2334,R,0,0,0,0,,
F,cal,2,158,T2,1,C,2335,L,0,0,0,0,,
F,cal,2,158,T2,2,NR,2336,L,0,0,0,0,,
F,cal,2,158,T2,2,C,2337,R,0,0,0,0,,
F,cal,2,158,T1,0.5,C,2338,L,0,0,0,0,,
F,cal,2,158,T1,0.5,NR,2339,R,0,0,0,0,,
F,cal,2,158,T1,1,C,2340,R,0,0,0,0,,
F,cal,2,158,T1,1,NR,2341,L,0,0,0,0,,
F,cal,2,158,T1,2,NR,2342,L,0,0,0,0,,
F,cal,2,158,T1,2,C,2343,R,0,0,0,0,,
F,cal,3,157,home,0,C,2312,L,0,0,M,0,,
F,cal,3,157,home,0,NR,2318,R,0,0,0,0,,
F,cal,3,157,T1,2,C,2344,R,0,M,0,0,,
F,cal,3,157,T1,2,NR,2345,L,0,0,0,0,,
F,cal,3,157,T1,1,C,2346,R,0,M,0,0,,
F,cal,3,157,T1,1,NR,2347,L,0,0,0,0,,
F,cal,3,157,T1,0.5,NR,2348,R,0,0,0,0,,
F,cal,3,157,T1,0.5,C,2349,L,0,0,0,0,,
F,cal,3,157,T2,2,C,2350,R,0,0,0,0,,
F,cal,3,157,T2,2,NR,2351,L,0,0,0,0,,
F,cal,3,157,T2,1,C,2352,L,0,0,0,0,,
F,cal,3,157,T2,1,NR,2353,R,0,0,0,0,,
F,cal,3,157,T2,0.5,C,2354,L,0,0,0,0,,
F,cal,3,157,T2,0.5,NR,2355,R,0,0,0,0,,
F,cal,4,251,home,0,NR,2315,R,0,0,0,0,,
F,cal,4,251,home,0,C,2319,L,0,0,0,0,,
F,cal,4,251,T2,0.5,C,2374,R,0,0,0,0,,
F,cal,4,251,T2,0.5,NR,2375,L,0,0,0,0,,
F,cal,4,251,T2,1,C,2376,L,0,0,0,0,,
F,cal,4,251,T2,1,NR,2377,R,0,0,0,0,,
F,cal,4,251,T2,2,NR,2378,L,0,0,0,0,,
F,cal,4,251,T2,2,C,2379,R,0,0,0,M,,
F,cal,5,242,home,0,C,2308,L,0,0,0,0,,
F,cal,5,242,home,0,NR,2309,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,cal,5,242,T2,2,NR,2356,R,0,0,0,0,,
F,cal,5,242,T2,2,C,2357,L,0,0,0,0,,
F,cal,5,242,T2,1,NR,2358,L,0,0,0,0,,
F,cal,5,242,T2,1,C,2359,R,0,0,0,M,,
F,cal,5,242,T2,0.5,NR,2360,R,0,0,0,0,,
F,cal,5,242,T2,0.5,C,2361,L,0,0,0,F,,
F,cal,5,242,T1,0.5,C,2362,R,0,0,0,0,,
F,cal,5,242,T1,0.5,NR,2363,L,0,V,0,F,,
F,cal,5,242,T1,1,NR,2364,R,F,0,0,0,,
F,cal,5,242,T1,1,C,2365,L,0,0,0,0,,
F,cal,5,242,T1,2,NR,2366,L,0,0,0,0,,
F,cal,5,242,T1,2,C,2367,R,0,G,0,G,,
F,cal,6,241,home,0,NR,2313,R,0,0,M,0,,
F,cal,6,241,home,0,C,2314,L,0,0,0,M,,
F,cal,6,241,T1,0.5,NR,2380,L,0,0,0,F,,
F,cal,6,241,T1,0.5,C,2381,R,0,0,0,0,,
F,cal,6,241,T1,1,C,2382,L,0,0,0,0,,
F,cal,6,241,T1,1,NR,2383,R,0,0,0,0,,
F,cal,6,241,T1,2,NR,2384,L,B,0,0,0,,
F,cal,6,241,T1,2,C,2385,R,0,M,M,M,,
F,cal,6,241,T2,0.5,NR,2386,L,0,0,0,0,,
F,cal,6,241,T2,0.5,C,2387,R,0,M,0,M,,
F,cal,6,241,T2,1,NR,2388,R,0,0,0,0,,
F,cal,6,241,T2,1,C,2389,L,0,0,0,0,,
F,cal,6,241,T2,2,NR,2390,R,0,0,0,0,Left - 0000,
F,fre,1,154,home,0,C,2226,L,0,0,0,0,20220330,
F,fre,1,154,home,0,NR,2231,R,0,0,0,M,,
F,fre,1,154,T1,0.5,NR,2236,L,0,0,0,0,,
F,fre,1,154,T1,0.5,C,2237,R,0,0,0,0,,
F,fre,1,154,T1,1,NR,2238,R,0,0,0,0,,
F,fre,1,154,T1,1,C,2239,L,0,0,0,0,,
F,fre,1,154,T1,2,C,2240,L,0,0,0,0,,
F,fre,1,154,T1,2,NR,2241,R,0,0,0,0,,
F,fre,1,154,T2,0.5,NR,2242,L,0,0,0,0,,
F,fre,1,154,T2,0.5,C,2243,R,0,0,0,0,,
F,fre,1,154,T2,1,NR,2244,L,0,0,0,0,,
F,fre,1,154,T2,1,C,2245,R,0,0,0,0,,
F,fre,1,154,T2,2,C,2246,L,0,M,M,0,,
F,fre,1,154,T2,2,NR,2247,R,0,0,0,0,,
F,fre,2,155,home,0,C,2232,R,0,0,0,0,,
F,fre,2,155,home,0,NR,2233,L,0,0,0,0,,
F,fre,2,155,T1,0.5,C,2248,R,0,0,V,0,,
F,fre,2,155,T1,0.5,NR,2249,L,0,0,0,0,,
F,fre,2,155,T1,1,NR,2250,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,fre,2,155,T1,1,C,2251,L,0,0,0,0,,
F,fre,2,155,T1,2,NR,2252,L,0,0,0,0,,
F,fre,2,155,T1,2,C,2253,R,0,0,0,0,,
F,fre,2,155,T2,0.5,C,2254,L,0,0,0,0,,
F,fre,2,155,T2,0.5,NR,2255,R,0,0,0,0,,
F,fre,2,155,T2,1,NR,2256,L,0,0,0,0,,
F,fre,2,155,T2,1,C,2257,R,0,0,0,0,,
F,fre,2,155,T2,2,C,2258,L,0,0,0,0,,
F,fre,2,155,T2,2,NR,2259,R,0,0,0,0,,
F,fre,3,156,home,0,NR,2227,L,0,0,0,0,,
F,fre,3,156,home,0,C,2228,R,0,0,0,0,,
F,fre,3,156,T1,0.5,C,2260,L,0,0,0,0,,
F,fre,3,156,T1,0.5,NR,2261,R,0,0,0,0,,
F,fre,3,156,T1,1,C,2262,R,0,0,0,0,,
F,fre,3,156,T1,1,NR,2263,L,0,0,0,0,,
F,fre,3,156,T1,2,NR,2264,L,0,0,0,B,,
F,fre,3,156,T1,2,C,2265,R,0,0,0,0,,
F,fre,3,156,T2,0.5,NR,2266,L,0,0,0,0,,
F,fre,3,156,T2,0.5,C,2267,R,0,0,0,0,,
F,fre,3,156,T2,1,C,2268,L,0,0,0,0,,
F,fre,3,156,T2,1,NR,2269,R,0,0,0,0,,
F,fre,3,156,T2,2,C,2270,L,0,0,0,0,,
F,fre,3,156,T2,2,NR,2271,R,0,0,F,0,,
F,fre,4,250,home,0,C,2224,L,0,0,0,0,,
F,fre,4,250,home,0,NR,2230,R,0,0,0,0,,
F,fre,4,250,T1,0.5,C,2272,R,0,0,0,0,,
F,fre,4,250,T1,0.5,NR,2273,L,0,0,0,0,,
F,fre,4,250,T1,1,NR,2274,L,0,0,0,0,,
F,fre,4,250,T1,1,C,2275,R,0,0,0,0,,
F,fre,4,250,T1,2,NR,2276,R,0,0,0,0,,
F,fre,4,250,T1,2,C,2277,L,0,0,0,0,,
F,fre,5,254,home,0,NR,2234,L,0,0,0,0,,
F,fre,5,254,home,0,C,2235,R,M,M,0,0,,
F,fre,5,254,T1,0.5,NR,2284,R,0,0,0,0,,
F,fre,5,254,T1,0.5,C,2285,L,0,0,0,0,,
F,fre,5,254,T1,1,C,2286,L,0,0,0,0,,
F,fre,5,254,T1,1,NR,2287,R,0,0,0,0,,
F,fre,5,254,T1,2,NR,2288,R,0,0,0,0,,
F,fre,5,254,T1,2,C,2289,L,0,0,0,0,,
F,fre,5,254,T2,0.5,NR,2290,L,0,0,0,0,,
F,fre,5,254,T2,0.5,C,2291,R,0,0,0,0,,
F,fre,5,254,T2,1,NR,2292,R,0,0,0,0,,
F,fre,5,254,T2,1,C,2293,L,0,0,0,0,,
F,fre,5,254,T2,2,NR,2294,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
F,fre,5,254,T2,2,C,2295,L,0,0,0,0,,
F,fre,6,248,home,0,C,2225,R,0,0,0,0,,
F,fre,6,248,home,0,NR,2229,L,0,0,0,0,,
F,fre,6,248,T1,0.5,NR,2296,R,0,0,0,0,,
F,fre,6,248,T1,0.5,C,2297,L,0,0,0,0,,
F,fre,6,248,T1,1,C,2298,R,0,0,0,0,,
F,fre,6,248,T1,1,NR,2299,L,0,0,0,0,,
F,fre,6,248,T1,2,NR,2300,R,0,0,V,0,,
F,fre,6,248,T1,2,C,2301,L,0,0,0,0,,
F,fre,6,248,T2,0.5,C,2302,L,0,0,0,0,,
F,fre,6,248,T2,0.5,NR,2303,R,0,0,0,0,,
F,fre,6,248,T2,1,C,2304,L,0,0,0,0,,
F,fre,6,248,T2,1,NR,2305,R,0,0,0,0,,
F,fre,6,248,T2,2,C,2306,L,0,0,0,0,,
F,fre,6,248,T2,2,NR,2307,R,0,0,0,0,,
F,glab,1,162,home,0,C,2400,L,0,0,M,0,20220330,
F,glab,1,162,T1,0.5,C,2601,R,0,0,0,0,,
F,glab,1,162,T1,1,C,2604,L,0,0,0,0,,
F,glab,1,162,T1,2,C,2605,L,0,0,0,0,,
F,glab,2,161,T2,0.5,C,2619,R,0,M,0,0,,
F,glab,2,161,T2,0.5,NR,2620,L,0,0,0,0,,
F,glab,2,161,T2,1,C,2621,R,0,0,0,M,,
F,glab,2,161,T2,1,NR,2622,L,0,0,0,0,,
F,glab,2,161,T2,2,C,2623,R,0,0,0,0,,
F,glab,2,161,T2,2,NR,2624,L,0,0,0,0,,
F,glab,2,161,home,0,C,2698,L,0,0,0,0,,
F,glab,2,161,home,0,NR,2699,R,0,0,0,0,,
G,cal,1,210,home,0,C,2426,L,0,0,0,0,,
G,cal,1,210,home,0,NR,2428,R,0,M,B,0,,
G,cal,1,210,T1,0.5,NR,2459,R,0,0,0,0,,
G,cal,1,210,T1,0.5,C,2460,L,0,0,0,0,,
G,cal,1,210,T1,1,NR,2461,L,0,0,0,0,,
G,cal,1,210,T1,1,C,2462,R,0,M,0,0,,
G,cal,1,210,T1,2,NR,2463,L,M,M,M,M,,
G,cal,1,210,T1,2,C,2464,R,0,0,0,M,,
G,cal,1,210,T2,0.5,C,2465,R,0,0,0,0,,
G,cal,1,210,T2,0.5,NR,2466,L,0,M,0,M,,
G,cal,1,210,T2,1,C,2467,L,G,0,M,0,,
G,cal,1,210,T2,1,NR,2468,R,0,0,0,M,,
G,cal,1,210,T2,2,NR,2469,R,M,M,M,M,,
G,cal,1,210,T2,2,C,2470,L,M,0,0,0,,
G,cal,2,209,home,0,C,2416,R,M,0,0,0,,
G,cal,2,209,home,0,NR,2424,L,0,0,M,0,,
G,cal,2,209,T1,0.5,NR,2447,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
G,cal,2,209,T1,0.5,C,2448,L,0,0,0,0,,
G,cal,2,209,T1,1,C,2449,R,0,0,0,0,,
G,cal,2,209,T1,1,NR,2450,L,0,0,M,0,,
G,cal,2,209,T1,2,NR,2451,L,0,0,0,0,,
G,cal,2,209,T1,2,C,2452,R,0,0,0,0,,
G,cal,2,209,T2,0.5,NR,2453,R,0,M,0,M,,
G,cal,2,209,T2,0.5,C,2454,L,0,0,M,0,,
G,cal,2,209,T2,1,NR,2455,L,0,0,0,0,,
G,cal,2,209,T2,1,C,2456,R,0,0,0,0,,
G,cal,2,209,T2,2,NR,2457,R,M,M,M,M,,
G,cal,2,209,T2,2,C,2458,L,M,0,0,0,,
G,cal,3,208,home,0,NR,2420,R,0,0,0,M,,
G,cal,3,208,home,0,C,2423,L,0,0,0,0,,
G,cal,3,208,T1,0.5,C,2435,R,M,M,0,0,,
G,cal,3,208,T1,0.5,NR,2436,L,M,0,M,0,,
G,cal,3,208,T1,1,C,2437,L,M,M,0,0,,
G,cal,3,208,T1,1,NR,2438,R,0,M,0,M,,
G,cal,3,208,T1,2,NR,2439,R,0,M,0,0,,
G,cal,3,208,T1,2,C,2440,L,0,0,M,M,,
G,cal,3,208,T2,0.5,C,2441,L,0,0,0,0,,
G,cal,3,208,T2,0.5,NR,2442,R,0,0,M,0,,
G,cal,3,208,T2,1,C,2443,R,0,0,0,0,,
G,cal,3,208,T2,1,NR,2444,L,M,0,0,M,,
G,cal,3,208,T2,2,C,2445,R,0,0,0,0,,
G,cal,3,208,T2,2,NR,2446,L,0,0,0,M,,
G,fre,1,204,home,0,NR,2415,L,0,0,0,0,,
G,fre,1,204,home,0,C,2422,R,G,G,G,G,,
G,fre,1,204,T1,0.5,NR,2471,L,0,0,0,0,,
G,fre,1,204,T1,0.5,C,2472,R,0,0,0,G,,
G,fre,1,204,T1,1,C,2473,R,M,0,0,0,,
G,fre,1,204,T1,1,NR,2474,L,0,G,0,0,,
G,fre,1,204,T1,2,C,2475,L,M,0,0,0,,
G,fre,1,204,T1,2,NR,2476,R,0,0,0,M,,
G,fre,1,204,T2,0.5,NR,2477,R,0,0,0,0,,
G,fre,1,204,T2,0.5,C,2478,L,0,0,0,0,,
G,fre,1,204,T2,1,C,2479,L,0,G,0,0,,
G,fre,1,204,T2,1,NR,2480,R,0,0,0,0,,
G,fre,1,204,T2,2,C,2481,L,0,0,0,0,,
G,fre,1,204,T2,2,NR,2482,R,0,0,0,0,,
G,fre,2,203,home,0,C,2417,R,0,G,0,0,,
G,fre,2,203,home,0,NR,2425,L,0,0,0,0,,
G,fre,2,203,T1,0.5,NR,2483,R,0,G,0,G,,
G,fre,2,203,T1,0.5,C,2484,L,0,0,M,G,,
G,fre,2,203,T1,1,NR,2485,L,M,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
G,fre,2,203,T1,1,C,2486,R,0,0,0,0,,
G,fre,2,203,T1,2,C,2487,R,F,G,0,G,,
G,fre,2,203,T1,2,NR,2488,L,0,M,F,0,,
G,fre,2,203,T2,0.5,C,2489,R,G,G,G,G,,
G,fre,2,203,T2,0.5,NR,2490,L,G,G,G,G,,
G,fre,2,203,T2,1,C,2491,R,0,0,0,0,,
G,fre,2,203,T2,1,NR,2492,L,0,0,0,0,,
G,fre,2,203,T2,2,C,2493,R,0,0,0,0,,
G,fre,2,203,T2,2,NR,2494,L,0,0,0,0,,
G,fre,3,202,home,0,C,2418,L,0,0,M,F,,
G,fre,3,202,home,0,NR,2419,R,0,0,0,0,,
G,fre,3,202,T1,0.5,NR,2801,R,M,F,0,0,,
G,fre,3,202,T1,0.5,C,2802,L,0,0,0,0,,
G,fre,3,202,T1,1,C,2803,R,M,M,0,M,,
G,fre,3,202,T1,1,NR,2804,L,M,0,M,0,,
G,fre,3,202,T1,2,C,2805,L,0,0,M,0,,
G,fre,3,202,T1,2,NR,2806,R,M,0,M,M,,
G,fre,3,202,T2,0.5,NR,2807,L,M,F,0,M,,
G,fre,3,202,T2,0.5,C,2808,R,G,G,G,G,,
G,fre,3,202,T2,1,C,2809,R,M,M,0,M,,
G,fre,3,202,T2,1,NR,2810,L,0,0,M,0,,
G,fre,3,202,T2,2,NR,2811,L,0,0,0,0,,
G,fre,3,202,T2,2,C,2812,R,0,0,M,0,,
G,glab,1,196,home,0,C,2686,R,0,0,0,0,,
G,glab,1,196,T1,0.5,C,2748,R,0,0,0,0,,
G,glab,1,196,T1,1,C,2751,R,M,0,0,0,,
G,glab,1,196,T1,2,C,2753,R,0,0,0,0,,
H,cal,1,217,home,0,NR,2530,R,0,0,0,0,20220330,
H,cal,1,217,home,0,C,2531,L,0,0,0,0,,
H,cal,1,217,T2,0.5,NR,2536,R,0,0,0,0,,
H,cal,1,217,T2,0.5,C,2537,L,0,0,0,0,,
H,cal,1,217,T2,1,C,2538,L,0,0,0,0,,
H,cal,1,217,T2,1,NR,2539,R,0,0,0,0,,
H,cal,1,217,T2,2,NR,2540,R,0,0,0,0,,
H,cal,1,217,T2,2,C,2541,L,0,0,0,0,,
H,cal,1,217,T1,0.5,NR,2542,L,0,0,0,0,,
H,cal,1,217,T1,0.5,C,2543,R,0,0,0,0,,
H,cal,1,217,T1,1,C,2544,R,0,0,0,0,,
H,cal,1,217,T1,1,NR,2545,L,0,0,0,0,,
H,cal,1,217,T1,2,NR,2546,R,0,0,0,0,,
H,cal,1,217,T1,2,C,2547,L,0,0,0,0,,
H,cal,2,216,home,0,C,2532,R,0,M,0,0,,
H,cal,2,216,home,0,NR,2533,L,0,0,0,0,,
H,cal,2,216,T2,1,NR,2548,R,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
H,cal,2,216,T2,2,C,2549,R,0,0,0,0,,
H,cal,2,216,T2,2,NR,2550,L,0,0,0,F,,
H,cal,2,216,T2,1,C,2551,L,M,0,M,M,,
H,cal,2,216,T2,0.5,C,2552,L,0,0,0,0,,
H,cal,2,216,T2,0.5,NR,2553,R,0,0,0,0,,
H,cal,2,216,T1,0.5,NR,2554,R,0,0,0,0,,
H,cal,2,216,T1,0.5,C,2555,L,0,0,M,0,,
H,cal,2,216,T1,1,NR,2556,R,0,0,0,0,,
H,cal,2,216,T1,1,C,2557,L,0,0,0,0,,
H,cal,2,216,T1,2,C,2558,R,0,0,0,0,,
H,cal,2,216,T1,2,NR,2559,L,0,0,0,0,,
H,cal,3,215,home,0,NR,2534,L,0,0,0,0,,
H,cal,3,215,home,0,C,2535,R,0,0,0,0,,
H,cal,3,215,T2,2,NR,2560,R,0,0,0,0,,
H,cal,3,215,T2,2,C,2561,L,0,0,0,0,,
H,cal,3,215,T2,1,NR,2562,R,0,0,G,G,,
H,cal,3,215,T2,1,C,2563,L,0,0,0,0,,
H,cal,3,215,T2,0.5,C,2564,R,0,0,0,0,,
H,cal,3,215,T2,0.5,NR,2565,L,0,0,0,0,,
H,cal,3,215,T1,0.5,C,2566,R,0,0,0,0,,
H,cal,3,215,T1,0.5,NR,2567,L,0,0,0,0,,
H,cal,3,215,T1,1,C,2568,R,M,M,0,0,,
H,cal,3,215,T1,1,NR,2569,L,0,0,0,0,,
H,cal,3,215,T1,2,C,2570,R,0,0,0,0,,
H,cal,3,215,T1,2,NR,2571,L,F,0,0,0,,
H,fre,2,145,T2,0.5,NR,2501,R,0,0,0,0,,
H,fre,2,145,T2,1,C,2502,R,0,0,G,0,,
H,fre,2,145,T2,1,NR,2503,L,0,B,0,0,,
H,fre,2,145,T2,2,NR,2504,L,0,0,0,0,,
H,fre,2,145,T2,2,C,2505,R,0,0,0,0,,
H,fre,2,145,home,0,NR,2784,R,0,0,0,0,,
H,fre,2,145,home,0,C,2785,L,0,0,M,0,,
H,fre,2,145,T1,0.5,C,2790,L,0,0,0,0,,
H,fre,2,145,T1,0.5,NR,2791,R,0,0,0,0,,
H,fre,2,145,T1,1,C,2792,L,0,0,0,0,,
H,fre,2,145,T1,1,NR,2793,R,0,0,0,0,,
H,fre,2,145,T1,2,NR,2796,L,0,0,0,0,,
H,fre,2,145,T2,0.5,C,2798,L,0,0,0,0,,
H,fre,2,145,T1,2,C,2800,R,0,0,0,0,,
H,fre,3,144,T1,0.5,C,2506,L,0,0,0,B,,
H,fre,3,144,T1,0.5,NR,2507,R,0,0,0,0,,
H,fre,3,144,T1,1,C,2508,L,0,0,0,G,,
H,fre,3,144,T1,1,NR,2509,R,0,0,0,0,,
H,fre,3,144,T1,2,C,2510,L,0,0,0,0,,
group,sp,mID,mTag,trans,dist,trt,tag,side,L1,L2,L3,L4,Notes,
H,fre,3,144,T1,2,NR,2511,R,F,0,0,0,,
H,fre,3,144,T2,0.5,C,2512,L,0,G,M,M,,
H,fre,3,144,T2,0.5,NR,2513,R,0,0,0,0,,
H,fre,3,144,T2,1,C,2514,R,M,0,0,M,,
H,fre,3,144,T2,1,NR,2515,L,0,0,0,0,,
H,fre,3,144,T2,2,NR,2516,R,B,0,0,0,,
H,fre,3,144,T2,2,C,2517,L,0,0,0,0,,
H,fre,3,144,home,0,C,2788,R,M,0,M,M,,
H,fre,3,144,home,0,NR,2789,L,G,G,G,G,,
H,fre,4,142,T1,0.5,NR,2518,R,0,0,0,0,,
H,fre,4,142,T1,0.5,C,2519,L,0,0,0,0,,
H,fre,4,142,T1,1,NR,2520,L,0,0,0,0,,
H,fre,4,142,T1,1,C,2521,R,0,0,0,0,,
H,fre,4,142,T1,2,NR,2522,R,0,0,0,0,,
H,fre,4,142,T1,2,C,2523,L,0,0,0,0,,
H,fre,4,142,T2,0.5,NR,2524,L,0,0,0,0,,
H,fre,4,142,T2,0.5,C,2525,R,0,0,0,0,,
H,fre,4,142,T2,1,NR,2526,L,0,B,0,0,,
H,fre,4,142,T2,1,C,2527,R,0,0,0,0,,
H,fre,4,142,T2,2,NR,2528,R,0,0,0,0,,
H,fre,4,142,T2,2,C,2529,L,0,0,0,0,,
H,fre,4,142,home,0,C,2786,R,0,0,0,0,,
H,fre,4,142,home,0,NR,2787,L,0,0,0,0,,
H,glab,2,234,home,0,C,2576,R,M,0,M,0,20220330,
H,glab,2,234,T1,0.5,C,2591,L,0,0,0,0,,
H,glab,2,234,T1,1,C,2592,R,0,0,0,M,,
H,glab,2,234,T1,2,C,2594,L,0,0,0,0,,